-5960, 12056, -9472, 31, 121, -19
-5712, 11784, -9600, 16, 122, -16
-5816, 11840, -9704, 18, 112, -18
-6416, 12216, -9408, 24, 114, -18
-6184, 11952, -10368, 29, 120, -26
-5600, 11656, -10048, 27, 113, -29
-5848, 11784, -9736, 25, 117, -29
-5600, 11760, -9608, 27, 129, -31
-5288, 11712, -9704, 30, 122, -38
-4824, 11864, -10800, 33, 125, -35
-4952, 11696, -10320, 30, 122, -26
-5432, 11752, -9952, 24, 124, -34
-5088, 11680, -10304, 30, 128, -39
-4816, 11808, -10816, 26, 118, -46
-4976, 11752, -9912, 24, 126, -42
-5112, 11760, -10480, 28, 122, -42
-4968, 11776, -10616, 19, 123, -49
-4912, 11736, -10696, 23, 136, -44
-4512, 11608, -10800, 22, 134, -46
-4528, 11832, -10224, 35, 131, -45
-4744, 11520, -10912, 22, 134, -48
-4664, 11520, -11408, 23, 121, -57
-4336, 11640, -11408, 23, 129, -61
-3896, 11560, -10800, 34, 128, -60
-3896, 11568, -10808, 33, 129, -67
-3392, 11216, -11328, 27, 131, -66
-3128, 11288, -11424, 29, 123, -65
-3360, 11128, -11568, 30, 124, -68
-3480, 11200, -11640, 29, 131, -75
-3648, 11304, -11360, 35, 125, -73
-3120, 11352, -12008, 29, 127, -83
-2784, 11032, -12256, 41, 125, -85
-3192, 11016, -11840, 37, 121, -91
-3112, 11112, -12000, 30, 128, -94
-2512, 10960, -12296, 33, 127, -107
-2200, 11064, -12112, 40, 126, -106
-2248, 10872, -12136, 40, 120, -102
-1912, 10768, -12856, 44, 126, -114
-1624, 10912, -12392, 47, 121, -120
-1800, 10600, -12520, 39, 121, -125
-1400, 10600, -12760, 47, 123, -119
-1056, 10680, -12720, 42, 126, -124
-1072, 10536, -12576, 51, 121, -137
-1120, 10552, -12584, 46, 126, -140
-944, 10576, -12664, 47, 121, -147
-624, 10504, -12840, 40, 126, -138
-528, 10576, -12760, 48, 126, -150
-568, 10520, -12920, 45, 121, -147
-328, 10328, -13176, 46, 122, -148
-312, 10320, -12968, 48, 126, -152
-120, 10512, -12736, 44, 122, -152
-32, 10448, -12688, 53, 119, -152
320, 10232, -12912, 56, 126, -156
216, 10368, -13200, 46, 116, -166
216, 10384, -13008, 50, 116, -152
232, 10184, -12752, 47, 129, -159
544, 10312, -13232, 44, 116, -168
776, 10272, -12960, 56, 118, -168
992, 10104, -13056, 51, 119, -169
1048, 10072, -13656, 51, 117, -171
1224, 10296, -13240, 49, 115, -171
944, 10136, -13080, 49, 113, -177
1504, 10240, -13064, 49, 121, -175
1776, 10048, -13312, 57, 119, -173
1144, 10096, -12992, 55, 123, -172
1144, 10040, -13520, 61, 117, -181
1480, 10104, -13392, 50, 108, -178
1616, 10080, -13200, 55, 119, -169
1632, 10152, -13224, 55, 115, -177
1304, 10056, -13200, 52, 110, -182
1544, 9888, -13096, 55, 119, -179
1840, 9928, -13384, 63, 115, -183
1824, 10016, -13088, 60, 114, -190
1912, 9848, -13240, 58, 110, -188
2232, 9880, -13584, 54, 112, -188
2088, 9952, -13632, 57, 119, -189
2496, 9928, -13440, 59, 111, -193
2192, 9888, -13320, 56, 104, -192
2320, 9688, -13384, 55, 103, -191
2832, 9944, -13776, 60, 104, -198
2416, 9912, -13232, 55, 109, -195
2912, 9864, -12784, 59, 91, -201
3104, 9760, -13600, 60, 104, -200
3184, 9824, -13224, 60, 102, -200
3064, 9856, -13312, 57, 99, -197
2872, 9656, -13216, 59, 103, -203
3648, 9784, -13384, 55, 103, -201
3224, 9912, -13056, 60, 102, -210
3512, 9816, -13040, 57, 95, -203
3616, 9784, -13344, 64, 100, -208
4152, 9792, -13184, 60, 90, -214
4080, 9808, -12920, 61, 95, -217
3888, 9864, -13088, 62, 102, -222
4064, 9808, -13080, 55, 95, -219
4304, 9880, -13104, 61, 93, -219
3880, 9672, -12768, 59, 97, -219
3920, 9712, -12904, 56, 90, -228
4248, 9600, -13384, 58, 90, -218
4480, 9632, -13064, 63, 93, -225
3832, 9656, -12792, 60, 84, -234
3816, 9568, -12720, 63, 85, -223
3800, 9648, -13008, 59, 85, -225
4840, 9704, -13352, 59, 77, -225
4728, 9760, -13144, 58, 84, -236
4696, 9648, -12648, 56, 78, -228
5328, 9392, -12384, 54, 76, -236
6184, 9528, -12472, 53, 73, -235
6376, 9488, -11912, 55, 73, -237
6632, 9520, -11840, 55, 61, -235
7152, 9640, -12224, 59, 63, -235
7344, 9208, -11896, 53, 59, -237
6392, 9552, -11616, 57, 63, -241
7856, 9472, -12896, 52, 62, -242
8704, 9880, -11888, 54, 52, -252
7552, 9792, -10888, 61, 57, -247
6320, 9536, -10920, 51, 47, -253
9072, 9936, -11880, 56, 44, -254
8792, 10328, -11000, 58, 40, -248
7968, 9856, -10208, 68, 42, -252
8008, 9640, -10528, 60, 36, -258
8712, 10032, -11056, 60, 42, -252
8968, 10152, -10584, 52, 42, -258
8544, 9824, -10440, 61, 45, -259
8744, 10008, -10856, 65, 25, -263
8720, 10032, -10864, 54, 44, -258
8472, 10040, -10672, 61, 37, -259
8824, 10008, -10720, 73, 36, -264
8528, 10184, -10448, 57, 35, -265
8320, 10072, -10792, 69, 27, -259
8080, 9920, -10520, 60, 32, -258
8552, 9960, -10688, 68, 28, -258
8760, 10016, -10328, 65, 37, -269
8448, 10192, -10328, 70, 36, -266
7888, 9880, -10192, 69, 25, -257
9232, 10080, -10760, 71, 31, -268
9240, 10152, -10544, 64, 20, -272
9456, 10112, -9584, 67, 13, -267
10608, 10008, -9648, 58, 10, -266
10736, 10024, -9360, 67, 13, -267
10440, 10024, -8744, 66, 4, -266
9904, 9912, -8384, 60, 2, -274
10552, 9864, -9056, 65, -3, -271
11632, 10368, -9224, 60, -2, -272
10648, 10040, -8088, 62, 2, -264
10096, 9856, -8208, 63, -7, -277
10208, 9904, -8272, 67, -1, -269
11072, 10232, -8600, 63, -3, -271
10848, 10272, -8472, 54, -8, -272
10448, 10096, -8152, 59, -9, -273
10928, 10224, -8608, 67, -11, -271
11280, 10272, -8376, 63, -5, -263
11096, 10104, -8064, 67, -17, -275
11272, 10048, -7784, 59, -5, -271
11184, 9968, -7584, 59, -5, -267
11160, 10072, -7888, 66, -10, -266
11024, 10128, -8008, 64, -18, -268
11008, 9968, -7888, 51, -5, -267
10936, 10104, -8176, 67, -9, -279
10640, 9896, -7888, 61, -15, -275
11136, 10032, -8128, 71, -15, -269
11872, 10160, -7880, 63, -19, -287
12104, 10136, -7992, 59, -25, -279
11712, 9944, -7368, 66, -18, -274
11504, 9888, -7320, 63, -29, -281
11920, 10056, -7568, 63, -23, -275
11760, 9976, -7288, 62, -24, -280
11640, 10064, -7416, 63, -31, -275
11632, 10016, -7704, 64, -24, -272
11448, 10104, -7264, 71, -19, -281
10960, 9128, -6616, 66, -32, -280
11856, 9944, -7536, 69, -27, -273
12112, 10376, -7888, 68, -28, -276
11672, 10536, -7920, 76, -26, -290
10856, 10360, -7032, 69, -33, -277
11160, 10104, -7184, 72, -26, -278
11216, 10032, -6784, 75, -33, -285
11208, 9808, -6944, 76, -34, -280
10968, 9784, -7056, 68, -30, -282
11872, 9928, -7616, 79, -29, -281
11656, 9976, -7040, 72, -30, -274
11744, 10080, -7688, 70, -30, -282
11752, 9872, -7720, 66, -38, -276
11064, 10040, -7128, 75, -33, -283
11608, 9912, -7112, 76, -34, -282
12944, 10248, -7416, 71, -33, -277
12480, 10112, -7048, 72, -40, -284
11760, 9976, -7112, 64, -32, -278
12456, 9984, -7312, 71, -39, -275
12816, 10240, -5960, 66, -40, -276
11960, 10264, -4872, 59, -47, -281
11456, 10000, -4968, 72, -42, -284
11520, 10032, -6120, 66, -42, -276
11592, 10096, -6392, 62, -52, -282
11736, 9840, -6328, 70, -44, -282
11472, 9880, -6672, 66, -40, -282
12336, 9912, -6600, 73, -49, -281
13120, 10080, -6256, 69, -59, -277
14360, 10392, -5424, 69, -59, -281
13192, 10216, -4960, 59, -65, -279
12632, 10072, -4960, 65, -63, -283
11216, 9904, -4016, 65, -71, -275
12304, 9928, -4200, 68, -68, -280
13096, 10032, -5024, 65, -73, -277
13048, 10120, -3560, 61, -83, -273
12864, 10184, -3280, 65, -73, -271
14120, 10096, -3232, 65, -85, -271
14800, 10104, -2936, 65, -81, -269
14976, 9608, -3608, 59, -75, -265
13760, 9472, -3584, 64, -78, -268
13344, 9272, -3288, 64, -82, -262
13880, 9232, -3568, 66, -84, -268
13808, 9240, -3728, 60, -88, -270
13776, 9464, -3184, 62, -80, -264
14048, 9376, -2872, 60, -84, -270
13952, 9496, -3456, 66, -79, -271
14328, 9464, -3904, 64, -92, -270
14864, 9616, -3784, 67, -89, -273
14216, 9568, -3168, 63, -87, -267
13760, 9680, -2336, 61, -101, -275
14248, 9520, -1968, 66, -102, -262
15152, 9480, -3464, 70, -100, -262
14840, 9328, -2832, 59, -105, -261
13176, 9016, -2360, 66, -102, -262
12592, 8664, -2240, 69, -115, -269
13920, 8600, -2624, 70, -108, -266
14136, 8776, -1928, 64, -116, -256
13712, 8704, -880, 66, -120, -264
13912, 8536, -888, 66, -124, -266
15472, 8248, -1360, 71, -117, -257
15480, 8304, -408, 70, -130, -254
14432, 8256, 216, 72, -126, -258
14672, 7952, -520, 73, -131, -247
15056, 7624, -752, 72, -132, -250
15288, 7792, -96, 81, -139, -255
15552, 7936, 432, 72, -142, -242
15624, 7800, 1360, 87, -155, -239
15384, 7192, 520, 77, -151, -241
14896, 7232, 1080, 87, -163, -243
15776, 6992, 1400, 77, -157, -239
15072, 6952, 1928, 86, -164, -238
15560, 6504, 1024, 92, -165, -233
16104, 6464, 2408, 93, -169, -229
15944, 6592, 3272, 94, -170, -234
15704, 6016, 2632, 92, -176, -222
14696, 6120, 2880, 92, -178, -236
15568, 6096, 2096, 86, -180, -226
17000, 6040, 1512, 98, -176, -222
16160, 6120, 2728, 95, -183, -223
15888, 6080, 2624, 92, -174, -214
16104, 5984, 3424, 98, -178, -212
16608, 5800, 3664, 102, -186, -210
16024, 5776, 3176, 105, -181, -203
15648, 5496, 3808, 95, -195, -215
15640, 5392, 3840, 103, -198, -214
16280, 5128, 3376, 109, -187, -213
16272, 4992, 3296, 103, -201, -207
15840, 4816, 4168, 108, -188, -204
15696, 4568, 3536, 111, -197, -213
16400, 4504, 4072, 107, -195, -211
16120, 4440, 4448, 107, -197, -209
15696, 4368, 4488, 105, -187, -211
15920, 4232, 4144, 103, -197, -207
16552, 4176, 3688, 107, -199, -215
16392, 4160, 3904, 112, -194, -204
15704, 4136, 3864, 113, -193, -209
15712, 4160, 4352, 113, -201, -203
16320, 4064, 3944, 112, -198, -214
15848, 3960, 3680, 111, -199, -213
15672, 3768, 3888, 114, -206, -204
16344, 3552, 3792, 126, -194, -206
15984, 3824, 4120, 117, -203, -207
15984, 3696, 4576, 117, -207, -201
16096, 3592, 4736, 113, -205, -205
16312, 3568, 4768, 109, -209, -205
16552, 3760, 4688, 123, -201, -201
15888, 3544, 5232, 115, -209, -199
16160, 3456, 5128, 121, -201, -199
16144, 3216, 4936, 118, -208, -196
16296, 3136, 4544, 124, -204, -206
16136, 3104, 5184, 124, -208, -194
16888, 2856, 4680, 119, -209, -197
16520, 2616, 4528, 125, -207, -195
16168, 2504, 5024, 125, -207, -199
16152, 2728, 4616, 122, -206, -202
16248, 2616, 4520, 128, -210, -194
16120, 2664, 4936, 119, -211, -203
16360, 2568, 4896, 123, -211, -197
16216, 2624, 5016, 128, -210, -203
15744, 2696, 4296, 127, -213, -209
15864, 2824, 4768, 116, -210, -204
16488, 2792, 4880, 130, -212, -196
16120, 2848, 5064, 126, -210, -200
16584, 2800, 4480, 126, -213, -205
16456, 2776, 5040, 128, -210, -196
15776, 2672, 5160, 127, -217, -203
15704, 2432, 4456, 129, -209, -203
16064, 2368, 4800, 131, -211, -195
15928, 2464, 5408, 126, -214, -196
16504, 1984, 4960, 129, -215, -201
17184, 1960, 4776, 136, -212, -200
16280, 2224, 6112, 137, -209, -197
15864, 1584, 5048, 133, -217, -189
15480, 1760, 5440, 131, -209, -195
17072, 1384, 3976, 143, -213, -201
17056, 1608, 5256, 140, -214, -208
16000, 1576, 5408, 145, -214, -190
16528, 1624, 5192, 140, -220, -188
16232, 1672, 5424, 142, -208, -190
15984, 1760, 5136, 139, -215, -191
16056, 1848, 5376, 150, -220, -190
15848, 1800, 5064, 150, -212, -192
15880, 1464, 5472, 148, -222, -190
15848, 1400, 5640, 156, -216, -196
15744, 896, 5600, 163, -221, -188
15552, 864, 5528, 156, -220, -188
16024, 504, 5536, 159, -223, -187
15680, 456, 5608, 161, -217, -189
16016, 224, 5816, 162, -222, -190
15728, 160, 5968, 176, -221, -189
15096, 128, 6656, 170, -228, -186
15848, 80, 6552, 174, -226, -186
15672, 8, 7528, 180, -234, -174
15488, -504, 6240, 180, -226, -174
15032, -336, 7792, 178, -230, -176
15112, -656, 8152, 183, -231, -167
15192, -1368, 7592, 190, -238, -166
15944, -1424, 7064, 196, -230, -161
15248, -1576, 7864, 198, -234, -164
14960, -1808, 8304, 198, -230, -168
14944, -2032, 7704, 206, -232, -162
15568, -2320, 7896, 208, -228, -156
15304, -2640, 7784, 207, -231, -157
14744, -2680, 8176, 213, -225, -157
14992, -2824, 7360, 214, -228, -158
15280, -2960, 7312, 211, -223, -153
15256, -2680, 6968, 210, -218, -174
15328, -3088, 7160, 203, -221, -175
15584, -3192, 6408, 201, -221, -175
15328, -3016, 6616, 211, -217, -171
15360, -3088, 6800, 213, -215, -178
15344, -3896, 5976, 216, -212, -178
16056, -4184, 5296, 219, -205, -187
15624, -4312, 5480, 220, -208, -188
14944, -4352, 5688, 224, -210, -186
14672, -4760, 5056, 228, -200, -192
14576, -4912, 5696, 234, -202, -188
15032, -5184, 5368, 239, -199, -191
15448, -5248, 5328, 232, -208, -188
15128, -5400, 5472, 238, -202, -184
15408, -5416, 5592, 231, -201, -181
15192, -5496, 5192, 238, -198, -184
15696, -5536, 5296, 240, -204, -184
15080, -5296, 5056, 242, -192, -182
15288, -5312, 4824, 246, -196, -186
14928, -5432, 5784, 239, -203, -189
15528, -5880, 5152, 245, -199, -185
15576, -5848, 5384, 251, -197, -189
15144, -5616, 5936, 247, -197, -183
15320, -5832, 5496, 245, -201, -181
15304, -5928, 5280, 254, -196, -192
15400, -5928, 5208, 257, -189, -189
15136, -5624, 5360, 259, -189, -193
15064, -5752, 5176, 260, -192, -196
14632, -5792, 4808, 255, -179, -203
14752, -6216, 4976, 255, -193, -191
15704, -6304, 4168, 257, -177, -202
15072, -6392, 3640, 268, -184, -200
15224, -6528, 3608, 267, -171, -195
14624, -6432, 3344, 268, -174, -196
14992, -6368, 2872, 266, -174, -204
14720, -6280, 3496, 276, -170, -212
14664, -6232, 2680, 266, -166, -200
14616, -6576, 2728, 280, -170, -212
14968, -6720, 2872, 263, -167, -199
15048, -6640, 3456, 280, -164, -210
15512, -7008, 3384, 280, -160, -206
15352, -7312, 2752, 274, -170, -202
14776, -7200, 2952, 281, -153, -201
15384, -7440, 2960, 281, -155, -198
14792, -7336, 3192, 279, -161, -203
15000, -7256, 3624, 284, -164, -196
15032, -7488, 3096, 282, -160, -202
14888, -7296, 3504, 289, -163, -197
14640, -7560, 3872, 287, -161, -187
15440, -7656, 3712, 286, -152, -196
14968, -7408, 4192, 290, -160, -198
14072, -7432, 3472, 297, -145, -193
14680, -7840, 3504, 293, -147, -197
14120, -7760, 3080, 289, -147, -201
14168, -7736, 3304, 298, -148, -198
14496, -8112, 2456, 293, -143, -201
14344, -8016, 3040, 292, -142, -197
14568, -8072, 2544, 293, -143, -199
14328, -8192, 3056, 297, -143, -203
14504, -8008, 2704, 297, -145, -193
14184, -8032, 3224, 297, -145, -189
15064, -8232, 2968, 299, -139, -197
14496, -8496, 3536, 302, -144, -192
14392, -7808, 3624, 295, -137, -189
14432, -8128, 3256, 309, -141, -193
14904, -8368, 3312, 298, -136, -182
14208, -8472, 2920, 299, -131, -205
13736, -8456, 3208, 302, -128, -194
13936, -8488, 3392, 305, -133, -189
14008, -8848, 2440, 310, -128, -197
13864, -8768, 2704, 300, -126, -198
14056, -9064, 2544, 315, -123, -195
14768, -9288, 2336, 309, -121, -191
14120, -9208, 3016, 316, -112, -192
14376, -9720, 2648, 315, -115, -195
14776, -9640, 1880, 318, -112, -198
13352, -9008, 2384, 315, -111, -199
13704, -9256, 1960, 314, -110, -198
13312, -9352, 2112, 320, -106, -196
13888, -10248, 288, 315, -103, -205
13568, -9992, 1096, 313, -91, -205
12928, -9584, 1800, 322, -104, -208
12464, -9784, 1552, 317, -89, -198
13264, -10936, 16, 323, -83, -201
12976, -10504, 256, 322, -86, -204
12464, -10504, 320, 323, -87, -197
13408, -10776, 240, 321, -81, -201
12752, -10576, 712, 321, -89, -199
12896, -10424, 368, 315, -89, -213
13048, -10368, 448, 321, -89, -209
13528, -10648, 416, 323, -79, -205
13232, -10496, 0, 328, -78, -208
12800, -10536, 312, 322, -80, -210
13248, -10256, -152, 313, -81, -211
13632, -10456, 584, 314, -76, -208
13608, -10328, 160, 320, -78, -197
13024, -10232, -888, 311, -81, -209
13104, -10304, -1136, 316, -76, -208
13792, -10560, -808, 316, -78, -208
13384, -10288, -432, 317, -73, -207
13376, -10232, -1176, 324, -66, -222
12552, -10528, -1304, 324, -64, -206
13392, -10872, -1968, 320, -74, -218
12800, -10760, -1344, 321, -69, -221
12512, -10408, -992, 311, -73, -221
12552, -10448, -1320, 318, -58, -218
13096, -10904, -2064, 324, -52, -214
11872, -11040, -1616, 315, -59, -219
12208, -10952, -1936, 318, -64, -211
12736, -11352, -2344, 313, -57, -211
12016, -10936, -1464, 314, -46, -216
11688, -11152, -1992, 314, -46, -218
11432, -11528, -2864, 317, -31, -223
11864, -11584, -2992, 316, -40, -216
11696, -11440, -2752, 305, -39, -209
11432, -11584, -3192, 318, -30, -220
11160, -11728, -3744, 313, -37, -227
11136, -12008, -4360, 311, -39, -225
11240, -11976, -4496, 307, -39, -217
11160, -11832, -3984, 314, -22, -216
11088, -11896, -4376, 310, -28, -222
11088, -12064, -5080, 313, -11, -217
10800, -12024, -4912, 309, -27, -217
11040, -11840, -4664, 309, -17, -221
9664, -11816, -4696, 301, -15, -219
10160, -12448, -5248, 313, -23, -221
9792, -12472, -5384, 311, -15, -219
9624, -12248, -5128, 306, -8, -224
9488, -12696, -5472, 313, -1, -217
9800, -13200, -6312, 303, 9, -225
9048, -12848, -5800, 300, 0, -228
8312, -12344, -5320, 295, 9, -223
8432, -12752, -6608, 299, 1, -225
8056, -12800, -6808, 300, 18, -228
7960, -12656, -6200, 287, 23, -221
8072, -12912, -6504, 299, 27, -225
7832, -13048, -6744, 292, 32, -214
7384, -13080, -7368, 288, 20, -220
7552, -13560, -7632, 287, 37, -231
7256, -13648, -7768, 285, 33, -215
6176, -13168, -7704, 277, 43, -219
5208, -13272, -7448, 285, 45, -215
5368, -13920, -9136, 272, 60, -218
4704, -13792, -8792, 270, 56, -212
4672, -13096, -7632, 267, 69, -213
3616, -12824, -8192, 262, 76, -214
3552, -13096, -8632, 262, 82, -216
3120, -13024, -9096, 264, 84, -205
3080, -13424, -10160, 252, 86, -210
2424, -13304, -9472, 251, 83, -201
3024, -13680, -9056, 246, 88, -200
2048, -13104, -9160, 251, 91, -201
2024, -13320, -9464, 240, 98, -196
2224, -13112, -9216, 231, 95, -203
656, -12464, -8864, 239, 91, -201
728, -12528, -9376, 232, 102, -192
1328, -12976, -10440, 233, 101, -195
1224, -12816, -9464, 231, 99, -203
1040, -12872, -9712, 232, 104, -208
1064, -13080, -9800, 225, 103, -189
48, -12632, -10320, 232, 102, -187
-128, -12760, -10976, 223, 111, -197
488, -12680, -10368, 218, 102, -196
64, -12176, -10384, 220, 106, -194
208, -12672, -10784, 222, 110, -192
-304, -12296, -11192, 220, 110, -184
-128, -12384, -11048, 211, 111, -187
-32, -12240, -10856, 213, 109, -185
-840, -12072, -11080, 217, 115, -189
-880, -11976, -10936, 222, 114, -186
-1600, -11736, -10736, 211, 117, -175
-1640, -11912, -11152, 213, 117, -177
-1344, -11848, -11208, 218, 122, -170
0, -12976, -11776, 212, 130, -172
-2920, -10568, -11152, 205, 127, -171
-2984, -11464, -12064, 197, 119, -169
-1792, -11512, -11512, 189, 129, -169
-2000, -11200, -10616, 189, 131, -155
-1968, -10472, -11952, 188, 120, -158
-2832, -11152, -12320, 195, 121, -165
-2136, -10920, -11680, 192, 128, -162
-2048, -10824, -11960, 197, 125, -155
-1984, -10776, -12232, 199, 133, -157
-2048, -10760, -12200, 191, 127, -159
-1968, -10768, -12008, 196, 130, -164
-2480, -10200, -11944, 199, 131, -159
-2048, -10704, -13168, 197, 133, -162
-1544, -10568, -13296, 187, 137, -163
-2392, -10008, -12176, 189, 127, -173
-1920, -9792, -11528, 188, 132, -172
-1960, -10392, -13392, 183, 133, -165
-2760, -9280, -13152, 180, 132, -174
-2288, -9512, -13664, 186, 120, -174
-2200, -9600, -13200, 189, 125, -169
-2376, -9256, -12304, 180, 128, -174
-2152, -9600, -13608, 177, 131, -169
-2448, -10328, -11824, 177, 129, -175
-3856, -9264, -12584, 176, 120, -168
-3840, -9856, -12704, 178, 134, -164
-3208, -8976, -12072, 177, 141, -161
-2664, -10120, -13896, 172, 134, -150
-3456, -9544, -13256, 169, 131, -153
-2968, -9960, -12920, 166, 128, -158
-3712, -9656, -12592, 170, 136, -156
-4888, -9216, -12416, 171, 133, -163
-4512, -9896, -13512, 168, 146, -162
-3984, -9496, -12560, 152, 140, -166
-4880, -8992, -12616, 167, 135, -151
