6, 230, -65
8, 225, -65
8, 225, -65
8, 226, -68
16, 226, -68
16, 226, -68
8, 231, -78
8, 231, -78
8, 231, -74
9, 240, -74
9, 240, -74
9, 238, -72
5, 238, -72
5, 238, -72
6, 239, -81
6, 239, -81
6, 239, -78
7, 237, -78
7, 237, -78
7, 236, -79
13, 236, -79
13, 236, -79
10, 244, -81
10, 244, -81
10, 244, -83
7, 236, -83
7, 236, -83
7, 236, -73
20, 236, -73
20, 236, -73
11, 226, -72
11, 226, -72
11, 226, -76
17, 220, -76
17, 220, -76
17, 228, -79
17, 228, -79
17, 228, -79
19, 241, -87
19, 241, -87
19, 241, -79
21, 244, -79
21, 244, -79
6, 234, -78
6, 234, -78
6, 234, -78
11, 234, -78
11, 234, -78
11, 234, -80
19, 234, -80
19, 234, -80
13, 232, -78
13, 232, -78
13, 232, -78
19, 234, -69
19, 234, -69
19, 217, -69
9, 217, -69
9, 217, -69
3, 228, -72
3, 228, -72
3, 228, -72
-1, 234, -79
-1, 234, -79
-1, 234, -80
8, 233, -80
8, 233, -80
11, 230, -74
11, 230, -74
11, 230, -74
5, 230, -73
5, 230, -73
5, 230, -71
15, 236, -71
15, 236, -71
22, 230, -80
22, 230, -80
22, 230, -80
12, 235, -80
12, 235, -80
12, 232, -77
11, 232, -77
11, 232, -77
13, 235, -82
13, 235, -82
13, 235, -88
19, 225, -88
19, 225, -88
19, 230, -85
16, 230, -85
16, 230, -85
17, 227, -71
17, 227, -71
17, 227, -68
13, 238, -68
13, 238, -68
13, 243, -89
13, 243, -89
13, 243, -89
13, 237, -82
13, 237, -82
13, 237, -75
11, 241, -75
11, 241, -75
5, 238, -76
5, 238, -76
5, 238, -76
6, 228, -79
6, 228, -79
6, 228, -83
-1, 227, -83
-1, 227, -83
6, 235, -74
6, 235, -74
6, 235, -74
8, 238, -82
8, 238, -82
8, 238, -79
13, 226, -79
13, 226, -79
13, 244, -72
6, 244, -72
6, 244, -72
7, 227, -72
7, 227, -72
7, 227, -80
12, 230, -80
12, 230, -80
12, 227, -78
14, 227, -78
14, 227, -78
13, 230, -75
13, 230, -75
13, 230, -79
9, 228, -79
9, 228, -79
9, 234, -69
21, 234, -69
21, 234, -69
11, 233, -79
11, 233, -79
11, 233, -86
15, 239, -86
15, 239, -86
10, 241, -87
10, 241, -87
10, 241, -87
12, 242, -79
12, 242, -79
12, 242, -76
16, 232, -76
16, 232, -76
6, 244, -84
6, 244, -84
6, 244, -84
11, 238, -85
11, 238, -85
11, 228, -84
16, 228, -84
16, 228, -84
6, 234, -76
6, 234, -76
6, 234, -76
8, 249, -80
8, 249, -80
8, 249, -78
14, 245, -78
14, 245, -78
14, 243, -75
14, 243, -75
14, 243, -75
13, 232, -84
13, 232, -84
13, 232, -77
19, 232, -77
19, 232, -77
11, 235, -85
11, 235, -85
11, 235, -85
15, 227, -82
15, 227, -82
15, 232, -70
8, 232, -70
8, 232, -70
15, 228, -71
15, 228, -71
15, 228, -81
15, 233, -81
15, 233, -81
15, 232, -83
7, 232, -83
7, 232, -83
3, 227, -70
3, 227, -70
3, 227, -78
8, 226, -78
8, 226, -78
8, 226, -84
15, 226, -84
15, 226, -84
15, 228, -85
15, 228, -85
15, 228, -75
23, 223, -75
23, 223, -75
23, 217, -73
15, 217, -73
15, 217, -73
4, 223, -80
4, 223, -80
4, 223, -72
11, 237, -72
11, 237, -72
11, 246, -80
9, 246, -80
9, 246, -80
11, 235, -79
11, 235, -79
11, 235, -80
15, 230, -80
15, 230, -80
12, 230, -75
12, 230, -75
12, 230, -75
4, 232, -75
4, 232, -75
4, 232, -78
6, 235, -78
6, 235, -78
4, 237, -74
4, 237, -74
4, 237, -74
18, 237, -76
18, 237, -76
18, 237, -83
22, 225, -83
22, 225, -83
18, 228, -90
18, 228, -90
18, 228, -90
15, 236, -80
15, 236, -80
15, 236, -74
12, 237, -74
12, 237, -74
12, 233, -76
12, 233, -76
12, 233, -76
12, 225, -78
12, 225, -78
12, 231, -88
0, 231, -88
0, 231, -88
4, 232, -74
4, 232, -74
4, 232, -74
17, 241, -87
17, 241, -87
17, 232, -71
5, 232, -71
5, 232, -71
8, 242, -71
8, 242, -71
8, 242, -71
22, 239, -72
22, 239, -72
22, 228, -73
12, 228, -73
12, 228, -73
12, 221, -69
12, 221, -69
12, 221, -69
15, 223, -80
15, 223, -80
15, 231, -77
10, 231, -77
10, 231, -77
11, 246, -76
11, 246, -76
11, 246, -69
7, 243, -69
7, 243, -69
7, 238, -77
3, 238, -77
3, 238, -77
11, 228, -70
11, 228, -70
11, 228, -81
17, 232, -81
17, 232, -81
17, 232, -81
-1, 232, -81
-1, 232, -81
8, 236, -75
8, 236, -75
8, 236, -69
16, 230, -69
16, 230, -69
16, 228, -76
6, 228, -76
6, 228, -76
2, 236, -80
2, 236, -80
2, 236, -78
15, 238, -78
15, 238, -78
15, 239, -84
1, 239, -84
1, 239, -84
8, 230, -81
8, 230, -81
8, 230, -72
16, 235, -72
16, 235, -72
16, 237, -70
-3, 237, -70
-3, 237, -70
12, 238, -73
12, 238, -73
12, 238, -78
8, 237, -78
8, 237, -78
8, 234, -89
19, 234, -89
19, 234, -89
15, 240, -86
15, 240, -86
15, 240, -77
10, 232, -77
10, 232, -77
16, 234, -77
16, 234, -77
16, 234, -77
16, 229, -89
16, 229, -89
16, 229, -79
4, 229, -79
4, 229, -79
5, 237, -78
5, 237, -78
5, 237, -78
4, 233, -66
4, 233, -66
4, 233, -79
13, 231, -79
13, 231, -79
17, 228, -77
17, 228, -77
17, 228, -77
18, 223, -76
18, 223, -76
18, 223, -74
15, 236, -74
15, 236, -74
17, 246, -72
17, 246, -72
17, 246, -72
14, 236, -75
14, 236, -75
14, 232, -77
9, 232, -77
9, 232, -77
13, 246, -81
13, 246, -81
13, 246, -81
13, 246, -85
13, 246, -85
13, 235, -69
0, 235, -69
0, 235, -69
9, 243, -68
9, 243, -68
9, 243, -68
8, 244, -72
8, 244, -72
8, 234, -68
13, 234, -68
13, 234, -68
9, 243, -90
9, 243, -90
9, 243, -90
17, 253, -81
17, 253, -81
17, 248, -74
14, 248, -74
14, 248, -74
9, 234, -73
9, 234, -73
9, 234, -73
10, 232, -74
10, 232, -74
10, 232, -74
21, 232, -74
21, 232, -74
21, 241, -81
21, 241, -81
21, 241, -81
8, 240, -69
8, 240, -69
8, 235, -71
15, 235, -71
15, 235, -71
15, 228, -73
15, 228, -73
15, 228, -73
8, 230, -73
8, 230, -73
8, 240, -67
8, 240, -67
8, 240, -67
12, 246, -63
12, 246, -63
12, 246, -63
25, 235, -64
25, 235, -64
25, 232, -71
17, 232, -71
17, 232, -71
5, 230, -71
5, 230, -71
5, 230, -76
8, 240, -76
8, 240, -76
8, 243, -82
13, 243, -82
13, 243, -82
21, 237, -71
21, 237, -71
21, 237, -77
13, 240, -77
13, 240, -77
13, 219, -77
17, 219, -77
17, 219, -77
16, 219, -80
16, 219, -80
16, 219, -77
17, 230, -77
17, 230, -77
13, 227, -84
13, 227, -84
13, 227, -84
15, 234, -90
15, 234, -90
15, 234, -83
2, 233, -83
2, 233, -83
11, 235, -70
11, 235, -70
11, 235, -70
12, 242, -77
12, 242, -77
12, 228, -73
6, 228, -73
6, 228, -73
10, 237, -76
10, 237, -76
10, 237, -76
13, 237, -84
13, 237, -84
13, 239, -75
5, 239, -75
5, 239, -75
8, 240, -71
8, 240, -71
8, 240, -71
6, 247, -75
6, 247, -75
6, 236, -83
2, 236, -83
2, 236, -83
2, 236, -75
2, 236, -75
2, 236, -75
11, 246, -74
11, 246, -74
11, 230, -70
8, 230, -70
8, 230, -70
11, 242, -63
11, 242, -63
11, 242, -63
5, 242, -73
5, 242, -73
5, 243, -77
8, 243, -77
8, 243, -77
10, 245, -78
10, 245, -78
10, 245, -78
15, 232, -73
15, 232, -73
15, 230, -73
11, 230, -73
11, 230, -73
14, 241, -77
14, 241, -77
14, 241, -77
18, 234, -73
18, 234, -73
18, 249, -74
13, 249, -74
13, 249, -74
14, 241, -74
14, 241, -74
14, 241, -74
17, 242, -74
17, 242, -74
17, 236, -80
10, 236, -80
10, 236, -80
8, 229, -79
8, 229, -79
8, 229, -86
8, 233, -86
8, 233, -86
8, 230, -81
6, 230, -81
6, 230, -81
9, 233, -82
9, 233, -82
9, 233, -81
7, 235, -81
7, 235, -81
7, 232, -78
8, 232, -78
8, 232, -78
20, 232, -87
20, 232, -87
20, 232, -87
6, 231, -70
6, 231, -70
6, 225, -77
3, 225, -77
3, 225, -77
13, 232, -82
13, 232, -82
13, 232, -82
11, 234, -67
11, 234, -67
11, 227, -70
15, 227, -70
15, 227, -70
19, 231, -72
19, 231, -72
19, 231, -69
21, 221, -69
21, 221, -69
21, 228, -77
6, 228, -77
6, 228, -77
12, 236, -72
12, 236, -72
12, 236, -69
19, 242, -69
19, 242, -69
19, 238, -72
13, 238, -72
13, 238, -72
10, 241, -79
10, 241, -79
10, 241, -74
21, 245, -74
21, 245, -74
16, 234, -78
16, 234, -78
16, 234, -78
18, 229, -69
18, 229, -69
18, 227, -78
25, 227, -78
25, 227, -78
26, 229, -73
26, 229, -73
26, 229, -73
21, 232, -71
21, 232, -71
21, 230, -74
1, 230, -74
1, 230, -74
1, 233, -79
1, 233, -79
1, 233, -81
4, 228, -81
4, 228, -81
4, 234, -83
15, 234, -83
15, 234, -83
19, 229, -76
19, 229, -76
19, 229, -81
9, 226, -81
9, 226, -81
9, 227, -84
13, 227, -84
13, 227, -84
17, 239, -87
17, 239, -87
17, 239, -84
11, 243, -84
