-7, 254, -57
-7, 254, -57
-7, 257, -67
0, 257, -67
0, 257, -67
-8, 257, -81
-8, 257, -81
-8, 257, -77
-16, 254, -77
-16, 254, -77
-16, 258, -95
-20, 258, -95
-20, 258, -95
-22, 259, -90
-22, 259, -90
-22, 266, -123
-18, 266, -123
-18, 266, -123
-17, 255, -204
-17, 255, -204
-17, 255, -468
-17, 245, -468
-17, 245, -468
-3, 257, -922
-3, 257, -922
-3, 257, -1267
1, 242, -1267
1, 242, -1267
0, 241, -1490
0, 241, -1490
0, 241, -1490
-9, 242, -1684
-9, 242, -1684
-9, 246, -1872
-12, 246, -1872
-12, 246, -1872
5, 242, -2048
5, 242, -2048
5, 248, -2010
1, 248, -2010
1, 248, -2010
-9, 249, -1911
-9, 249, -1911
-9, 247, -1827
-17, 247, -1827
-17, 247, -1827
-17, 256, -1839
-17, 256, -1839
-17, 242, -1885
-8, 242, -1885
-8, 242, -1885
5, 233, -1945
5, 233, -1945
5, 247, -2022
5, 247, -2022
5, 247, -2022
10, 225, -2085
10, 225, -2085
10, 225, -2253
15, 225, -2253
15, 225, -2253
8, 229, -2324
8, 229, -2324
8, 229, -2195
7, 231, -2195
7, 231, -2195
14, 220, -2236
14, 220, -2236
14, 220, -2280
13, 229, -2280
13, 229, -2280
10, 212, -2255
10, 212, -2255
10, 212, -2345
9, 216, -2345
9, 216, -2345
13, 216, -2362
13, 216, -2362
13, 216, -2362
14, 226, -2263
14, 226, -2263
2, 227, -2256
2, 227, -2256
2, 227, -2256
-11, 240, -2211
-11, 240, -2211
-11, 246, -2110
-13, 246, -2110
-13, 246, -2110
-18, 241, -1996
-18, 241, -1996
-17, 241, -1959
-17, 241, -1959
-17, 241, -1959
-8, 236, -1944
-8, 236, -1944
0, 236, -1857
0, 236, -1857
0, 236, -1857
8, 230, -1813
8, 230, -1813
8, 225, -1890
21, 225, -1890
21, 225, -1890
28, 230, -1981
28, 230, -1981
28, 233, -1949
22, 233, -1949
22, 233, -1949
26, 227, -1922
26, 227, -1922
26, 242, -1901
28, 242, -1901
28, 242, -1901
28, 227, -1997
28, 227, -1997
28, 226, -2018
22, 226, -2018
22, 226, -2018
12, 226, -2146
12, 226, -2146
12, 225, -2117
18, 225, -2117
18, 225, -2117
17, 235, -2061
17, 235, -2061
17, 218, -2249
30, 218, -2249
30, 218, -2249
28, 213, -2370
28, 213, -2370
28, 218, -2483
28, 218, -2483
28, 218, -2483
37, 217, -2597
37, 217, -2597
37, 221, -2746
33, 221, -2746
33, 221, -2746
22, 213, -2848
22, 213, -2848
22, 223, -2910
18, 223, -2910
18, 223, -2910
30, 229, -3112
30, 229, -3112
30, 217, -3231
15, 217, -3231
15, 217, -3231
17, 214, -3366
17, 214, -3366
17, 213, -3448
23, 213, -3448
23, 213, -3448
16, 218, -3527
16, 218, -3527
16, 227, -3666
15, 227, -3666
15, 227, -3666
12, 234, -3697
12, 234, -3697
12, 232, -3632
1, 232, -3632
1, 232, -3632
5, 240, -3814
5, 240, -3814
5, 240, -3872
0, 239, -3872
0, 239, -3872
-6, 243, -3859
-6, 243, -3859
-6, 243, -4086
13, 232, -4086
13, 232, -4086
29, 229, -4166
29, 229, -4166
29, 229, -4292
27, 222, -4292
27, 222, -4292
47, 207, -4441
47, 207, -4441
47, 207, -4559
43, 196, -4559
43, 196, -4559
38, 204, -4718
38, 204, -4718
38, 204, -4726
59, 200, -4726
59, 200, -4726
66, 194, -4769
66, 194, -4769
66, 194, -4836
65, 192, -4836
65, 192, -4836
69, 194, -4935
69, 194, -4935
